loan_int_rate,loan_percent_income,person_cred_hist_length,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
12.73,0.1,2,1818.1818181818185,0.1,0.0,True,False,False,False,False,True,False,False,False,False,0
17.74,0.37,13,1176.0,0.3741496598639456,0.24,True,False,False,False,False,False,False,True,False,False,1
10.0,0.02,11,5000.0,0.0216216216216216,0.4054054054054054,True,False,False,False,False,False,False,False,False,True,0
6.17,0.21,2,1005.9130434782608,0.2074688796680498,0.0,False,False,False,True,False,True,False,False,False,False,0
11.36,0.25,13,1363.6363636363635,0.25,0.0909090909090909,True,False,False,False,False,False,True,False,False,False,0
14.26,0.08,16,2015.3513513513512,0.0804634695848085,0.0,False,False,False,True,False,False,False,False,True,False,0
14.84,0.17,2,1265.2173913043478,0.1718213058419244,0.1304347826086956,False,False,False,True,False,True,False,False,False,False,0
11.78,0.13,4,1826.0869565217392,0.1285714285714285,0.1304347826086956,True,False,False,False,False,True,False,False,False,False,0
11.48,0.41,4,1006.1666666666666,0.4130776875931754,0.0416666666666666,False,False,False,True,False,True,False,False,False,False,1
11.36,0.39,4,1773.9130434782608,0.392156862745098,0.0434782608695652,True,False,False,False,False,True,False,False,False,False,0
7.68,0.13,4,1818.1818181818185,0.125,0.2272727272727272,True,False,False,False,False,False,False,True,False,False,0
15.37,0.3,3,761.7142857142857,0.3000750187546886,0.1428571428571428,False,False,False,True,False,False,False,True,False,False,1
12.84,0.15,2,1571.428571428571,0.1515151515151515,0.238095238095238,False,False,False,True,False,True,False,False,False,False,0
9.91,0.1,11,3913.0434782608695,0.1,0.6739130434782609,True,False,False,False,False,False,False,False,False,True,0
8.59,0.17,2,1428.571428571429,0.1666666666666666,0.0,False,False,False,True,False,False,False,False,False,True,0
17.88,0.11,11,3414.6341463414637,0.1071428571428571,0.048780487804878,True,False,False,False,False,True,False,False,False,False,0
7.14,0.56,12,360.0,0.5555555555555556,0.25,False,False,True,False,False,False,True,False,False,False,1
15.65,0.07,2,1666.6666666666667,0.075,0.3333333333333333,True,False,False,False,False,True,False,False,False,False,0
11.49,0.23,2,927.2727272727273,0.2328431372549019,0.0454545454545454,False,False,False,True,True,False,False,False,False,False,0
16.29,0.13,12,1244.4444444444443,0.125,0.1777777777777777,True,False,False,False,True,False,False,False,False,False,1
17.04,0.14,17,1189.1891891891892,0.1363636363636363,0.0,False,False,False,True,False,False,False,False,False,True,1
7.88,0.2,2,597.1428571428571,0.1993620414673046,0.0,False,False,False,True,False,False,True,False,False,False,1
11.11,0.13,2,1666.6666666666667,0.125,0.25,True,False,False,False,True,False,False,False,False,False,0
11.36,0.05,4,3618.9166666666665,0.0518110852695327,0.3333333333333333,False,False,False,True,False,False,False,False,False,True,0
7.49,0.14,4,1569.5652173913045,0.1385041551246537,0.0869565217391304,False,False,False,True,False,True,False,False,False,False,0
10.74,0.08,11,3421.0526315789475,0.0846153846153846,0.2105263157894736,True,False,False,False,True,False,False,False,False,False,0
11.36,0.2,12,3157.894736842105,0.2020833333333333,0.0526315789473684,True,False,False,False,True,False,False,False,False,False,0
13.49,0.09,3,1600.0,0.0875,0.36,True,False,False,False,True,False,False,False,False,False,0
14.84,0.11,2,3666.5,0.1136415291604163,0.3333333333333333,False,False,False,True,True,False,False,False,False,False,1
13.67,0.04,2,9916.666666666666,0.042016806722689,0.0833333333333333,False,False,False,True,False,False,False,False,False,True,1
15.37,0.16,3,1280.0,0.15625,0.04,False,False,False,True,False,True,False,False,False,False,1
10.65,0.14,3,1666.6666666666667,0.1428571428571428,0.238095238095238,False,False,False,True,False,False,False,True,False,False,0
11.36,0.1,3,4857.142857142857,0.0980392156862745,0.238095238095238,False,False,False,True,False,True,False,False,False,False,0
10.99,0.08,2,1666.6666666666667,0.08,0.125,True,False,False,False,False,False,False,False,False,True,0
10.99,0.08,14,3922.2702702702704,0.078381246382404,0.5675675675675675,True,False,False,False,False,False,False,False,True,False,1
12.68,0.14,4,1636.3636363636365,0.1388888888888889,0.0454545454545454,False,False,False,True,False,True,False,False,False,False,1
9.25,0.1,4,1956.5217391304348,0.1,0.0,False,False,False,True,False,False,False,False,False,True,0
11.36,0.42,16,587.7551020408164,0.4166666666666667,0.1020408163265306,True,False,False,False,False,False,False,True,False,False,1
11.71,0.13,4,1520.0,0.1263157894736842,0.36,False,False,False,True,False,False,False,True,False,False,0
15.31,0.29,2,1416.6666666666667,0.2941176470588235,0.125,True,False,False,False,False,False,False,False,True,False,1
8.94,0.15,3,1324.0,0.1479103726082578,0.25,False,False,False,True,False,False,False,False,False,True,0
14.84,0.13,2,1721.7391304347825,0.1262626262626262,0.1739130434782608,False,False,False,True,False,False,False,True,False,False,1
14.79,0.16,2,1391.304347826087,0.15625,0.1304347826086956,False,False,False,True,True,False,False,False,False,False,0
7.49,0.24,20,557.6923076923077,0.2413793103448276,0.4423076923076923,False,False,True,False,False,False,False,False,True,False,0
10.99,0.3,15,675.6756756756756,0.3,0.1621621621621621,False,False,False,True,False,True,False,False,False,False,0
15.62,0.18,14,767.4418604651163,0.1818181818181818,0.0,False,False,False,True,True,False,False,False,False,False,1
11.36,0.07,16,8236.842105263158,0.0690095846645367,0.0,True,False,False,False,True,False,False,False,False,False,0
8.94,0.24,2,1733.3333333333333,0.2403846153846154,0.0,True,False,False,False,False,False,True,False,False,False,0
12.21,0.06,2,3409.090909090909,0.064,0.0,False,False,False,True,True,False,False,False,False,False,0
14.42,0.2,11,175.82608695652175,0.1978239366963402,0.3260869565217391,False,False,False,True,False,False,False,True,False,False,1
9.63,0.16,2,1428.571428571429,0.1583333333333333,0.0,True,False,False,False,False,False,False,False,True,False,1
10.99,0.1,12,2448.9795918367345,0.1,0.2448979591836734,True,False,False,False,False,False,False,True,False,False,0
12.68,0.1,3,2272.7272727272725,0.096,0.3181818181818182,False,False,False,True,False,False,False,True,False,False,0
11.36,0.23,2,954.5454545454544,0.2261904761904762,0.1818181818181818,False,False,False,True,False,True,False,False,False,False,0
11.36,0.27,3,1304.3478260869565,0.2666666666666666,0.0,True,False,False,False,False,False,False,True,False,False,1
19.03,0.49,11,1088.888888888889,0.4948979591836734,0.1111111111111111,False,False,True,False,False,False,False,True,False,False,1
14.65,0.1,3,3971.0,0.1007302946361118,0.04,False,False,False,True,False,False,False,False,True,False,0
7.14,0.17,4,1500.0,0.1666666666666666,0.3333333333333333,True,False,False,False,False,False,True,False,False,False,1
15.7,0.54,3,1142.857142857143,0.5416666666666666,0.0952380952380952,False,False,False,True,False,False,False,False,False,True,1
13.99,0.1,3,4217.391304347826,0.1030927835051546,0.3043478260869565,False,False,False,True,False,True,False,False,False,False,0
8.49,0.08,3,2391.304347826087,0.0818181818181818,0.1739130434782608,False,False,False,True,False,False,False,False,False,True,0
16.77,0.09,3,2041.6666666666667,0.0897959183673469,0.3333333333333333,False,False,False,True,True,False,False,False,False,False,1
13.92,0.25,11,899.4594594594595,0.2524038461538461,0.054054054054054,False,False,False,True,True,False,False,False,False,False,0
11.11,0.26,13,847.2222222222222,0.2622950819672131,0.0833333333333333,False,False,False,True,False,False,True,False,False,False,1
16.35,0.27,17,1578.9473684210527,0.2666666666666666,0.2368421052631578,True,False,False,False,False,True,False,False,False,False,0
5.42,0.14,2,1826.0869565217392,0.1428571428571428,0.0,False,False,True,False,False,False,False,False,True,False,0
11.36,0.17,12,1270.3783783783783,0.1701982809973619,0.1351351351351351,False,False,False,True,False,True,False,False,False,False,0
15.31,0.01,11,10829.268292682927,0.0056306306306306,0.0975609756097561,True,False,False,False,False,True,False,False,False,False,0
10.37,0.09,2,4600.0,0.0869565217391304,0.12,False,False,False,True,False,False,False,True,False,False,0
9.91,0.09,20,1981.4814814814813,0.0934579439252336,0.5,False,False,False,True,False,False,False,False,False,True,0
13.23,0.14,2,1590.909090909091,0.1428571428571428,0.1818181818181818,False,False,False,True,False,False,False,False,True,False,0
10.38,0.11,15,1069.7674418604652,0.108695652173913,0.0697674418604651,False,False,False,True,False,True,False,False,False,False,1
10.37,0.15,4,1418.1818181818182,0.1538461538461538,0.0,False,False,False,True,False,False,False,False,False,True,0
8.49,0.32,3,576.9230769230769,0.3166666666666666,0.0,False,False,False,True,False,False,False,False,True,False,1
7.9,0.1,3,2086.9565217391305,0.1,0.2608695652173913,False,False,False,True,False,False,False,False,False,True,0
12.98,0.23,4,816.0,0.2328431372549019,0.12,False,False,False,True,False,False,False,False,False,True,0
14.79,0.14,2,1565.2173913043478,0.1388888888888889,0.0434782608695652,False,False,False,True,False,True,False,False,False,False,0
8.94,0.12,2,1909.090909090909,0.119047619047619,0.2727272727272727,True,False,False,False,False,False,False,True,False,False,0
12.99,0.02,16,3444.4444444444443,0.0161290322580645,0.0555555555555555,True,False,False,False,True,False,False,False,False,False,0
5.42,0.11,2,1730.7692307692307,0.1066666666666666,0.0384615384615384,False,False,False,True,False,False,False,True,False,False,0
6.62,0.1,4,4000.0,0.1,0.12,False,False,False,True,False,False,False,False,False,True,0
9.32,0.08,2,4800.0,0.0833333333333333,0.12,False,False,False,True,True,False,False,False,False,False,0
11.36,0.12,2,1826.0869565217392,0.119047619047619,0.0,False,False,False,True,True,False,False,False,False,False,1
10.36,0.14,14,2131.5789473684213,0.1358024691358024,0.0,True,False,False,False,False,False,True,False,False,False,0
13.49,0.15,4,1376.0,0.1453488372093023,0.36,False,False,False,True,False,False,False,False,False,True,0
11.83,0.1,11,2837.2093023255816,0.0983606557377049,0.4651162790697674,False,False,True,False,False,False,False,True,False,False,0
11.12,0.03,12,13750.0,0.0327272727272727,0.1,True,False,False,False,False,False,False,False,False,True,0
11.11,0.09,4,1846.1538461538464,0.09375,0.3846153846153846,False,False,False,True,True,False,False,False,False,False,0
13.92,0.17,4,1428.571428571429,0.1666666666666666,0.1428571428571428,False,False,False,True,False,False,False,False,False,True,0
14.54,0.17,4,1363.6363636363635,0.1666666666666666,0.0909090909090909,False,False,False,True,True,False,False,False,False,False,1
15.65,0.08,17,1324.3243243243244,0.0816326530612244,0.081081081081081,True,False,False,False,False,False,False,True,False,False,1
11.36,0.17,4,1909.090909090909,0.1678571428571428,0.1818181818181818,True,False,False,False,False,False,False,False,True,False,0
15.21,0.13,2,1363.6363636363635,0.1333333333333333,0.0,False,False,False,True,False,False,False,False,False,True,1
11.86,0.14,2,1400.0,0.1428571428571428,0.0,False,False,False,True,False,False,False,True,False,False,0
11.12,0.48,4,1896.2272727272727,0.4794208596016012,0.2272727272727272,False,False,True,False,False,False,False,False,False,True,0
16.29,0.11,13,1318.1818181818182,0.1103448275862069,0.2954545454545454,True,False,False,False,False,False,False,False,False,True,0
14.84,0.13,3,1419.5,0.1320887636491722,0.0833333333333333,False,False,False,True,False,True,False,False,False,False,1
7.66,0.04,14,1550.0,0.0419354838709677,0.425,True,False,False,False,True,False,False,False,False,False,0
9.99,0.19,15,789.4736842105264,0.1866666666666666,0.0,False,False,False,True,False,True,False,False,False,False,1
13.22,0.12,3,3320.0,0.1204819277108433,0.0,False,False,False,True,False,True,False,False,False,False,1
14.11,0.1,11,1305.5555555555557,0.1042553191489361,0.1111111111111111,True,False,False,False,False,False,False,True,False,False,1
5.42,0.19,3,1826.0869565217392,0.1904761904761904,0.3043478260869565,True,False,False,False,False,False,False,False,False,True,0
11.36,0.12,2,1360.0,0.1176470588235294,0.0,False,False,False,True,False,False,True,False,False,False,1
12.87,0.26,12,2000.0,0.2594594594594595,0.2432432432432432,False,False,False,True,False,False,True,False,False,False,1
10.62,0.15,4,1538.4615384615386,0.15,0.1923076923076923,True,False,False,False,False,False,False,True,False,False,0
11.36,0.11,14,973.3333333333334,0.1141552511415525,0.0,False,False,False,True,False,True,False,False,False,False,1
8.32,0.45,12,757.8947368421053,0.4513888888888889,0.6052631578947368,False,False,True,False,False,False,False,False,False,True,0
15.95,0.11,17,6611.111111111111,0.1050420168067226,0.0555555555555555,True,False,False,False,True,False,False,False,False,False,1
11.36,0.34,2,1318.3636363636365,0.343918080264791,0.0,False,False,False,True,False,True,False,False,False,False,1
6.76,0.01,17,3107.692307692308,0.0119636963696369,0.4102564102564102,True,False,False,False,False,False,False,False,False,True,0
10.38,0.09,11,2000.0,0.0909090909090909,0.1818181818181818,False,False,False,True,False,True,False,False,False,False,0
7.51,0.2,14,1691.4893617021276,0.2012578616352201,0.0,True,False,False,False,False,False,False,True,False,False,0
11.36,0.16,2,1353.142857142857,0.1618806306306306,0.2857142857142857,False,False,False,True,False,False,False,False,True,False,0
7.9,0.03,14,5052.631578947368,0.0291666666666666,0.5789473684210527,True,False,False,False,False,False,True,False,False,False,0
9.25,0.17,4,1072.3076923076924,0.1721664275466284,0.0384615384615384,False,False,False,True,False,False,False,True,False,False,0
14.96,0.07,4,6120.0,0.065359477124183,0.36,False,False,False,True,True,False,False,False,False,False,1
11.89,0.17,4,1363.6363636363635,0.1666666666666666,0.1818181818181818,True,False,False,False,False,True,False,False,False,False,1
13.49,0.04,4,2250.0,0.0444444444444444,0.125,False,False,False,True,False,False,False,True,False,False,1
10.25,0.34,2,540.0,0.3383190883190883,0.0384615384615384,False,False,False,True,True,False,False,False,False,False,1
9.99,0.07,2,2900.0,0.0704022988505747,0.3333333333333333,False,False,False,True,False,False,False,False,True,False,0
15.23,0.17,4,2000.0,0.1666666666666666,0.238095238095238,True,False,False,False,False,True,False,False,False,False,0
7.51,0.06,12,3097.333333333333,0.0645716745587602,0.0888888888888888,False,False,True,False,False,False,True,False,False,False,0
9.91,0.1,12,3913.0434782608695,0.1,0.6739130434782609,True,False,False,False,False,False,False,True,False,False,0
8.88,0.09,2,1666.6666666666667,0.0875,0.1666666666666666,True,False,False,False,False,False,False,True,False,False,0
11.36,0.11,11,1580.5555555555557,0.1089630931458699,0.4444444444444444,True,False,False,False,False,False,False,False,False,True,1
10.37,0.55,2,960.0,0.5520833333333334,0.12,False,False,False,True,False,False,False,False,False,True,1
11.36,0.11,15,4021.7391304347834,0.1081081081081081,0.4782608695652174,True,False,False,False,False,False,False,False,False,True,0
16.89,0.14,3,1568.1818181818182,0.144927536231884,0.0909090909090909,False,False,False,True,False,False,False,True,False,False,1
19.03,0.25,14,783.7837837837837,0.2482758620689655,0.1351351351351351,False,False,False,True,False,False,False,False,True,False,1
11.36,0.22,3,1680.0,0.2166666666666666,0.36,True,False,False,False,False,True,False,False,False,False,0
14.61,0.15,3,1498.5454545454545,0.1516622179082747,0.0909090909090909,False,False,False,True,True,False,False,False,False,False,1
9.99,0.14,3,1681.6363636363635,0.1351497459184776,0.1363636363636363,False,False,False,True,False,False,False,False,False,True,0
8.9,0.07,3,1750.0,0.0744047619047619,0.25,True,False,False,False,False,False,False,True,False,False,0
12.73,0.13,3,1836.5217391304348,0.1302083333333333,0.1304347826086956,True,False,False,False,False,True,False,False,False,False,0
8.63,0.06,2,3159.84,0.0569649096156767,0.36,False,False,False,True,False,True,False,False,False,False,0
7.66,0.4,4,1375.0,0.403030303030303,0.0833333333333333,False,False,False,True,True,False,False,False,False,False,1
11.14,0.24,4,833.3333333333334,0.24,0.2083333333333333,False,False,False,True,False,False,False,True,False,False,0
13.72,0.09,3,4346.153846153846,0.0884955752212389,0.1153846153846153,False,False,False,True,False,False,True,False,False,False,0
13.11,0.42,2,1485.7142857142858,0.4166666666666667,0.0,False,False,False,True,False,True,False,False,False,False,1
10.37,0.08,3,2086.9565217391305,0.0833333333333333,0.3478260869565217,False,False,False,True,False,False,False,False,True,False,1
11.86,0.2,3,1065.8181818181818,0.2047082906857728,0.0,False,False,False,True,True,False,False,False,False,False,0
10.25,0.35,4,1541.6666666666667,0.3513513513513513,0.125,False,False,False,True,False,True,False,False,False,False,1
6.54,0.11,15,1923.076923076923,0.1066666666666666,0.0,False,False,False,True,False,False,False,False,False,True,0
12.61,0.13,4,1600.0,0.125,0.24,True,False,False,False,False,False,False,True,False,False,0
13.11,0.28,2,625.0,0.28,0.3333333333333333,False,False,False,True,True,False,False,False,False,False,1
15.96,0.14,4,1590.909090909091,0.1428571428571428,0.1818181818181818,False,False,False,True,False,True,False,False,False,False,1
5.42,0.14,2,1681.6363636363635,0.1351497459184776,0.0,False,False,False,True,False,False,False,True,False,False,0
11.71,0.12,4,1434.4782608695652,0.1212378383293425,0.2608695652173913,False,False,False,True,False,False,False,True,False,False,1
6.99,0.14,2,1521.7391304347825,0.1428571428571428,0.217391304347826,False,False,False,True,False,False,False,False,True,False,0
11.12,0.17,2,1311.2608695652175,0.1657879903179813,0.0,False,False,False,True,False,True,False,False,False,False,0
11.36,0.4,3,1240.0,0.3951612903225806,0.08,True,False,False,False,False,False,False,False,True,False,1
6.17,0.19,16,3250.0,0.1865384615384615,0.0,True,False,False,False,True,False,False,False,False,False,0
10.95,0.11,4,1782.608695652174,0.1097560975609756,0.0,True,False,False,False,False,False,False,False,False,True,0
15.21,0.14,2,1581.8181818181818,0.1436781609195402,0.0,False,False,False,True,False,False,False,True,False,False,1
13.22,0.38,4,1440.0,0.3819444444444444,0.08,True,False,False,False,True,False,False,False,False,False,1
14.65,0.21,14,648.6486486486486,0.2083333333333333,0.054054054054054,False,False,False,True,False,False,False,False,False,True,0
11.36,0.17,3,1260.8695652173913,0.1724137931034483,0.0434782608695652,False,False,False,True,False,False,False,True,False,False,1
10.99,0.11,4,4130.434782608696,0.1052631578947368,0.1739130434782608,False,False,False,True,False,False,False,False,True,False,0
13.49,0.23,14,533.3333333333334,0.234375,0.0,False,False,True,False,False,False,True,False,False,False,1
12.69,0.11,4,1636.3636363636365,0.1111111111111111,0.2727272727272727,True,False,False,False,True,False,False,False,False,False,1
11.36,0.11,4,1517.391304347826,0.1146131805157593,0.0869565217391304,True,False,False,False,False,False,False,True,False,False,1
11.89,0.1,4,1826.0869565217392,0.1047619047619047,0.3043478260869565,False,False,True,False,False,False,False,False,True,False,0
14.72,0.04,15,3777.777777777778,0.0352941176470588,0.0,True,False,False,False,False,False,False,False,False,True,0
11.36,0.18,13,977.2727272727273,0.1813953488372093,0.0681818181818181,False,False,False,True,True,False,False,False,False,False,0
7.9,0.19,15,810.0,0.1851851851851851,0.0,False,False,False,True,False,False,True,False,False,False,1
10.99,0.33,3,1600.0,0.325,0.36,False,False,False,True,False,False,False,False,True,False,1
14.11,0.13,3,1666.5,0.125012501250125,0.0,False,False,False,True,False,False,False,False,False,True,1
15.96,0.18,4,1326.72,0.1808972503617945,0.36,True,False,False,False,False,False,False,False,True,False,1
12.68,0.13,2,1587.1304347826087,0.1342318650010957,0.0,False,False,False,True,False,True,False,False,False,False,0
8.88,0.17,3,1363.6363636363635,0.1666666666666666,0.0,False,False,False,True,False,False,True,False,False,False,1
7.14,0.13,4,1500.0,0.125,0.2083333333333333,False,False,False,True,False,False,False,False,False,True,0
7.51,0.23,4,1904.7619047619048,0.225,0.238095238095238,True,False,False,False,False,False,False,True,False,False,0
11.36,0.18,3,1272.5454545454545,0.1785969424203457,0.1818181818181818,False,False,False,True,False,False,False,True,False,False,0
7.51,0.18,2,1285.7142857142858,0.1777777777777777,0.0476190476190476,False,False,False,True,False,True,False,False,False,False,0
7.88,0.04,2,5227.272727272727,0.0417391304347826,0.1818181818181818,False,False,False,True,False,False,False,True,False,False,0
11.36,0.18,16,1020.408163265306,0.184,0.0816326530612244,False,False,False,True,True,False,False,False,False,False,0
17.58,0.14,12,1076.923076923077,0.1428571428571428,0.0512820512820512,False,False,False,True,False,False,False,False,True,False,1
7.88,0.14,3,1500.0,0.1363636363636363,0.0909090909090909,False,False,False,True,False,False,False,False,True,False,0
18.25,0.3,15,1661.111111111111,0.3043478260869565,0.5555555555555556,True,False,False,False,False,False,False,False,False,True,0
16.0,0.07,4,2652.1739130434785,0.0655737704918032,0.0869565217391304,False,False,False,True,True,False,False,False,False,False,1
16.29,0.46,3,1076.923076923077,0.4642857142857143,0.3846153846153846,False,False,False,True,False,False,False,True,False,False,1
9.63,0.2,13,1500.0,0.2,0.125,False,False,True,False,False,False,False,False,False,True,0
10.99,0.12,4,1625.0,0.1153846153846153,0.0833333333333333,False,False,False,True,False,False,False,False,False,True,0
14.22,0.22,12,918.3673469387757,0.2222222222222222,0.1632653061224489,False,False,False,True,False,False,False,False,True,False,0
7.29,0.36,3,1500.0,0.3611111111111111,0.2916666666666667,False,False,False,True,True,False,False,False,False,False,1
11.83,0.39,2,1791.1304347826087,0.3883872220603942,0.3043478260869565,True,False,False,False,False,True,False,False,False,False,0
18.79,0.14,12,1450.0,0.1379310344827586,0.225,True,False,False,False,False,True,False,False,False,False,0
6.17,0.45,2,1771.428571428571,0.4516129032258064,0.1428571428571428,True,False,False,False,False,False,False,True,False,False,1
11.72,0.08,16,1304.3478260869565,0.0833333333333333,0.0217391304347826,True,False,False,False,False,True,False,False,False,False,0
6.62,0.21,14,1538.4615384615386,0.2133333333333333,0.1538461538461538,True,False,False,False,True,False,False,False,False,False,0
15.05,0.14,4,1434.7826086956522,0.1363636363636363,0.0434782608695652,False,False,False,True,True,False,False,False,False,False,1
7.88,0.31,4,654.5454545454545,0.3125,0.0,False,False,False,True,False,True,False,False,False,False,1
8.88,0.21,15,1868.421052631579,0.2112676056338028,0.3684210526315789,False,False,False,True,False,False,False,True,False,False,0
9.96,0.14,3,1208.3333333333333,0.1379310344827586,0.0416666666666666,False,False,False,True,False,False,False,True,False,False,1
13.3,0.08,13,3333.333333333333,0.0833333333333333,0.5833333333333334,False,False,True,False,False,False,False,False,True,False,0
16.32,0.09,3,1855.68,0.0862217623728229,0.36,False,False,False,True,True,False,False,False,False,False,1
12.42,0.22,2,1712.5,0.2238442822384428,0.0833333333333333,False,False,True,False,False,False,False,False,False,True,0
11.12,0.22,4,1750.0,0.2202380952380952,0.25,True,False,False,False,False,False,False,False,False,True,0
17.99,0.09,4,2000.0,0.0923076923076923,0.2307692307692307,False,False,False,True,False,False,False,True,False,False,1
15.65,0.21,2,939.1304347826087,0.2083333333333333,0.0434782608695652,False,False,False,True,False,True,False,False,False,False,1
10.38,0.2,4,1600.0,0.2,0.0,False,False,True,False,False,True,False,False,False,False,0
13.22,0.19,3,1666.6666666666667,0.1875,0.3333333333333333,False,False,True,False,False,False,True,False,False,False,0
15.23,0.11,2,1750.0,0.1142857142857142,0.0833333333333333,False,False,False,True,False,True,False,False,False,False,1
11.49,0.14,3,1454.1666666666667,0.1432664756446991,0.125,False,False,False,True,True,False,False,False,False,False,0
10.99,0.24,2,900.0,0.2424242424242424,0.0,False,False,False,True,True,False,False,False,False,False,1
14.84,0.1,4,1640.0,0.0975609756097561,0.04,False,False,False,True,False,False,False,False,True,False,1
14.11,0.15,4,1280.0,0.1502403846153846,0.4230769230769231,False,False,False,True,True,False,False,False,False,False,1
5.42,0.24,2,1680.0,0.238095238095238,0.12,True,False,False,False,False,False,True,False,False,False,0
7.51,0.2,14,1763.265306122449,0.1953125,0.1428571428571428,False,False,False,True,False,False,False,False,True,False,0
14.59,0.24,12,663.1578947368421,0.238095238095238,0.0,False,False,False,True,True,False,False,False,False,False,1
5.99,0.09,4,2026.4545454545453,0.0897223094522453,0.2727272727272727,False,False,False,True,False,False,True,False,False,False,1
9.25,0.11,2,1740.1153846153843,0.1060937603607187,0.1153846153846153,False,False,False,True,False,False,False,False,False,True,0
16.02,0.13,3,1249.8461538461538,0.1292466765140325,0.3076923076923077,True,False,False,False,True,False,False,False,False,False,1
13.06,0.05,13,4340.425531914893,0.0490196078431372,0.1276595744680851,True,False,False,False,False,True,False,False,False,False,0
9.88,0.13,14,1538.4615384615386,0.1333333333333333,0.0769230769230769,False,False,False,True,False,False,False,False,True,False,0
10.62,0.08,16,7272.222222222223,0.0916730328495034,0.4444444444444444,True,False,False,False,False,False,False,True,False,False,1
7.9,0.11,2,1782.608695652174,0.1146341463414634,0.3043478260869565,False,False,False,True,False,False,False,False,True,False,0
11.71,0.2,11,2000.0,0.2027027027027027,0.1891891891891892,False,False,False,True,False,False,False,False,True,False,0
14.83,0.21,16,2507.5,0.2492522432701894,0.05,True,False,False,False,False,False,False,True,False,False,1
6.99,0.05,16,2946.0714285714284,0.051723441225199,0.1904761904761904,True,False,False,False,True,False,False,False,False,False,0
10.38,0.29,4,1750.0,0.2857142857142857,0.3333333333333333,True,False,False,False,False,False,False,False,True,False,0
14.42,0.17,4,1153.8461538461538,0.1666666666666666,0.2692307692307692,False,False,False,True,True,False,False,False,False,False,1
14.91,0.15,4,1375.0,0.1454545454545454,0.1666666666666666,False,False,False,True,False,False,False,True,False,False,1
11.86,0.25,4,1538.4615384615386,0.25,0.0,False,False,True,False,False,False,True,False,False,False,0
18.62,0.29,17,1300.0,0.2884615384615384,0.05,False,False,False,True,False,True,False,False,False,False,1
12.84,0.15,3,1362.5454545454545,0.1517880971443821,0.2727272727272727,False,False,False,True,True,False,False,False,False,False,0
11.22,0.24,3,761.5384615384615,0.2386363636363636,0.0,False,False,False,True,False,False,False,True,False,False,1
8.59,0.17,3,1680.0,0.1666666666666666,0.2,True,False,False,False,True,False,False,False,False,False,0
17.58,0.12,3,1307.6923076923076,0.1176470588235294,0.1153846153846153,True,False,False,False,False,False,False,True,False,False,1
13.67,0.13,16,2571.428571428572,0.1333333333333333,0.3333333333333333,True,False,False,False,False,False,False,False,False,True,1
8.49,0.1,3,2173.913043478261,0.098,0.0,False,False,False,True,False,True,False,False,False,False,0
8.49,0.08,2,2347.826086956521,0.0833333333333333,0.217391304347826,False,False,False,True,False,False,True,False,False,False,1
6.03,0.14,12,1404.878048780488,0.1388888888888889,0.1463414634146341,False,False,False,True,False,False,False,False,True,False,0
7.29,0.16,16,1627.906976744186,0.1571428571428571,0.5348837209302325,False,False,False,True,False,False,False,False,False,True,0
17.93,0.13,3,1333.3333333333333,0.125,0.0833333333333333,False,False,False,True,False,False,True,False,False,False,1
14.54,0.11,2,1384.6153846153843,0.1111111111111111,0.0769230769230769,False,False,False,True,False,False,False,False,True,False,1
6.91,0.13,2,1652.3478260869565,0.1315650984106936,0.217391304347826,False,False,False,True,False,False,False,False,False,True,0
11.36,0.33,3,1600.0,0.33125,0.36,False,False,False,True,False,False,False,False,True,False,1
11.83,0.12,11,1710.6315789473683,0.1230693495784874,0.0263157894736842,False,False,False,True,True,False,False,False,False,False,0
5.42,0.1,3,2086.9565217391305,0.1,0.1304347826086956,False,False,False,True,False,False,False,True,False,False,0
6.17,0.51,3,1773.9130434782608,0.5147058823529411,0.0,False,False,True,False,False,False,False,True,False,False,0
7.88,0.26,2,1826.0869565217392,0.2619047619047619,0.0,True,False,False,False,True,False,False,False,False,False,0
11.36,0.3,3,1565.2173913043478,0.2986111111111111,0.3043478260869565,True,False,False,False,False,False,True,False,False,False,1
15.99,0.13,2,1538.4615384615386,0.125,0.0,False,False,False,True,False,False,False,False,True,False,1
13.57,0.16,15,1648.6486486486488,0.1639344262295081,0.1621621621621621,True,False,False,False,True,False,False,False,False,False,0
16.4,0.12,14,2138.4615384615386,0.1199040767386091,0.0512820512820512,False,False,False,True,False,True,False,False,False,False,1
12.69,0.28,14,1666.6666666666667,0.2841666666666667,0.1944444444444444,True,False,False,False,True,False,False,False,False,False,0
14.54,0.14,3,1160.0,0.1379310344827586,0.04,False,False,False,True,False,False,True,False,False,False,1
13.72,0.27,2,1269.2307692307693,0.2727272727272727,0.0,True,False,False,False,False,False,True,False,False,False,1
14.96,0.18,13,3439.0243902439024,0.1773049645390071,0.2926829268292683,True,False,False,False,True,False,False,False,False,False,1
14.96,0.13,2,1363.6363636363635,0.1333333333333333,0.0454545454545454,False,False,False,True,False,True,False,False,False,False,1
