person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,person_cred_hist_length,loan_status,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio
MORTGAGE,EDUCATION,11.36,0.2,3,0,1904.7619047619048,0.2,0.23809523809523808
RENT,PERSONAL,14.96,0.09,2,1,2260.8695652173915,0.08846153846153847,0.21739130434782608
RENT,DEBTCONSOLIDATION,15.62,0.09,4,1,2030.7692307692307,0.08712121212121213,0.11538461538461539
MORTGAGE,DEBTCONSOLIDATION,7.14,0.1,4,0,1666.6666666666667,0.1,0.3333333333333333
MORTGAGE,EDUCATION,9.88,0.3,2,0,1739.1304347826087,0.3,0.13043478260869565
MORTGAGE,HOMEIMPROVEMENT,13.48,0.17,3,1,1360.0,0.17058823529411765,0.08
MORTGAGE,EDUCATION,12.73,0.1,2,0,1818.1818181818182,0.1,0.0
RENT,MEDICAL,9.99,0.06,2,0,3041.6666666666665,0.06301369863013699,0.08333333333333333
RENT,EDUCATION,8.49,0.05,2,0,4166.666666666667,0.046,0.041666666666666664
OWN,VENTURE,14.22,0.16,2,0,1818.1818181818182,0.16,0.0
RENT,MEDICAL,9.99,0.21,4,0,933.0,0.20766345123258306,0.0
MORTGAGE,DEBTCONSOLIDATION,9.88,0.38,2,0,1666.6666666666667,0.375,0.3333333333333333
MORTGAGE,VENTURE,11.83,0.25,3,0,1666.6666666666667,0.25,0.08333333333333333
RENT,VENTURE,9.32,0.15,2,0,1522.3809523809523,0.14544885830466062,0.09523809523809523
RENT,MEDICAL,10.99,0.1,4,0,2181.818181818182,0.096875,0.09090909090909091
RENT,VENTURE,8.94,0.15,3,0,1324.0,0.14791037260825782,0.25
RENT,MEDICAL,12.09,0.12,3,0,1600.0,0.1175,0.0
OWN,HOMEIMPROVEMENT,8.94,0.23,3,0,1666.6666666666667,0.225,0.041666666666666664
RENT,PERSONAL,7.9,0.11,2,0,1782.608695652174,0.11463414634146342,0.30434782608695654
MORTGAGE,VENTURE,11.83,0.04,4,0,1538.4615384615386,0.04375,0.11538461538461539
RENT,DEBTCONSOLIDATION,10.96,0.1,2,0,1875.0,0.10444444444444445,0.08333333333333333
RENT,MEDICAL,11.22,0.24,3,1,761.5384615384615,0.23863636363636365,0.0
RENT,MEDICAL,6.54,0.17,2,0,1061.5384615384614,0.17119565217391305,0.0
OWN,HOMEIMPROVEMENT,13.22,0.19,3,0,1666.6666666666667,0.1875,0.3333333333333333
RENT,EDUCATION,10.75,0.4,4,1,500.0,0.3958333333333333,0.0
RENT,PERSONAL,12.73,0.34,3,1,657.4285714285714,0.34405331015500507,0.2857142857142857
RENT,PERSONAL,14.61,0.34,4,1,636.3636363636364,0.3392857142857143,0.09090909090909091
RENT,DEBTCONSOLIDATION,10.25,0.34,2,1,540.0,0.3383190883190883,0.038461538461538464
RENT,EDUCATION,11.11,0.33,2,1,626.0869565217391,0.3298611111111111,0.043478260869565216
MORTGAGE,EDUCATION,11.14,0.23,3,0,1904.7619047619048,0.225,0.23809523809523808
RENT,PERSONAL,8.49,0.32,3,1,576.9230769230769,0.31666666666666665,0.0
RENT,PERSONAL,13.85,0.3,4,1,624.0,0.30448717948717946,0.04
RENT,EDUCATION,13.16,0.3,3,1,727.2727272727273,0.296875,0.0
OWN,VENTURE,11.14,0.3,3,0,1739.1304347826087,0.3,0.2608695652173913
RENT,DEBTCONSOLIDATION,11.49,0.23,2,0,927.2727272727273,0.23284313725490197,0.045454545454545456
RENT,VENTURE,12.98,0.23,4,0,816.0,0.23284313725490197,0.12
MORTGAGE,DEBTCONSOLIDATION,7.4,0.09,3,0,1666.6666666666667,0.085,0.08333333333333333
RENT,EDUCATION,11.36,0.23,2,0,954.5454545454545,0.2261904761904762,0.18181818181818182
RENT,MEDICAL,10.38,0.2,4,0,960.0,0.19791666666666666,0.36
RENT,DEBTCONSOLIDATION,10.62,0.2,3,0,1000.0,0.19791666666666666,0.3333333333333333
RENT,PERSONAL,12.23,0.18,3,0,1257.142857142857,0.17992424242424243,0.23809523809523808
MORTGAGE,PERSONAL,15.31,0.29,2,1,1416.6666666666667,0.29411764705882354,0.125
RENT,EDUCATION,11.36,0.16,4,0,1200.0,0.16493055555555555,0.0
OWN,EDUCATION,11.48,0.15,4,0,1818.1818181818182,0.15,0.0
MORTGAGE,EDUCATION,15.65,0.07,2,0,1666.6666666666667,0.075,0.3333333333333333
MORTGAGE,EDUCATION,11.48,0.1,3,0,1739.1304347826087,0.1,0.043478260869565216
RENT,MEDICAL,12.53,0.36,4,1,610.9090909090909,0.35714285714285715,0.045454545454545456
RENT,VENTURE,8.49,0.32,3,1,714.2857142857143,0.32,0.2857142857142857
RENT,PERSONAL,16.95,0.32,3,1,625.0,0.32,0.125
RENT,MEDICAL,15.37,0.3,3,1,761.7142857142857,0.30007501875468867,0.14285714285714285
RENT,DEBTCONSOLIDATION,10.99,0.24,2,1,900.0,0.24242424242424243,0.0
RENT,DEBTCONSOLIDATION,7.49,0.24,2,0,769.2307692307693,0.24,0.0
RENT,MEDICAL,11.14,0.24,4,0,833.3333333333334,0.24,0.20833333333333334
MORTGAGE,VENTURE,8.59,0.13,3,0,1666.6666666666667,0.125,0.125
MORTGAGE,DEBTCONSOLIDATION,9.32,0.17,3,0,1818.1818181818182,0.175,0.2727272727272727
RENT,PERSONAL,11.36,0.24,2,0,886.9565217391304,0.23529411764705882,0.0
MORTGAGE,VENTURE,12.84,0.27,4,0,1538.4615384615386,0.26875,0.23076923076923078
MORTGAGE,EDUCATION,12.21,0.09,3,0,1739.1304347826087,0.0875,0.30434782608695654
RENT,MEDICAL,10.75,0.23,3,0,954.5454545454545,0.22857142857142856,0.22727272727272727
RENT,VENTURE,7.75,0.23,4,0,807.6923076923077,0.22857142857142856,0.0
RENT,MEDICAL,13.49,0.22,3,0,981.8181818181819,0.2222222222222222,0.0
RENT,MEDICAL,7.88,0.22,2,0,1047.6190476190477,0.21818181818181817,0.047619047619047616
MORTGAGE,VENTURE,8.0,0.08,4,0,1538.4615384615386,0.08125,0.11538461538461539
OTHER,VENTURE,15.68,0.28,2,1,1619.047619047619,0.2823529411764706,0.14285714285714285
RENT,EDUCATION,6.17,0.21,2,0,1005.9130434782609,0.2074688796680498,0.0
RENT,DEBTCONSOLIDATION,11.86,0.2,3,0,1065.8181818181818,0.2047082906857728,0.0
MORTGAGE,PERSONAL,11.36,0.25,3,0,1818.1818181818182,0.25,0.2727272727272727
RENT,EDUCATION,7.49,0.2,2,0,1090.909090909091,0.2,0.2727272727272727
RENT,EDUCATION,11.36,0.2,3,0,923.0769230769231,0.2,0.0
RENT,MEDICAL,10.65,0.2,2,0,1113.6363636363637,0.19591836734693877,0.13636363636363635
RENT,PERSONAL,10.65,0.18,4,0,1040.0,0.18461538461538463,0.04
RENT,MEDICAL,10.99,0.18,4,0,1182.0,0.18458698661744347,0.22727272727272727
RENT,EDUCATION,13.35,0.18,3,0,1086.875,0.18401380103507764,0.08333333333333333
RENT,PERSONAL,11.36,0.18,4,0,1147.8260869565217,0.18181818181818182,0.0
RENT,DEBTCONSOLIDATION,13.49,0.18,4,0,1285.7142857142858,0.17777777777777778,0.0
RENT,EDUCATION,7.51,0.18,2,0,1285.7142857142858,0.17777777777777778,0.047619047619047616
MORTGAGE,PERSONAL,16.0,0.2,3,0,1818.1818181818182,0.2,0.045454545454545456
RENT,PERSONAL,6.62,0.17,4,0,1319.047619047619,0.17328519855595667,0.23809523809523808
RENT,MEDICAL,9.25,0.17,4,0,1072.3076923076924,0.17216642754662842,0.038461538461538464
RENT,MEDICAL,12.99,0.17,4,0,1318.1818181818182,0.16551724137931034,0.2727272727272727
MORTGAGE,HOMEIMPROVEMENT,10.51,0.09,3,1,1360.0,0.08823529411764706,0.32
RENT,EDUCATION,11.99,0.16,4,0,1342.4545454545455,0.16252454797860094,0.045454545454545456
MORTGAGE,VENTURE,10.83,0.03,2,0,1739.1304347826087,0.03,0.043478260869565216
RENT,EDUCATION,6.99,0.16,4,0,1250.0,0.16,0.20833333333333334
RENT,EDUCATION,7.49,0.16,3,0,1304.3478260869565,0.16,0.2608695652173913
RENT,VENTURE,11.49,0.16,2,0,1250.0,0.16,0.3333333333333333
RENT,EDUCATION,13.35,0.16,3,0,1250.0,0.16,0.0
RENT,EDUCATION,11.36,0.16,4,0,1304.3478260869565,0.16,0.0
MORTGAGE,VENTURE,10.08,0.13,3,0,1538.4615384615386,0.13,0.38461538461538464
RENT,DEBTCONSOLIDATION,11.22,0.16,3,0,1200.0,0.16,0.2
OWN,MEDICAL,7.37,0.03,2,0,1666.6666666666667,0.025,0.16666666666666666
MORTGAGE,MEDICAL,7.68,0.13,4,0,1818.1818181818182,0.125,0.22727272727272727
RENT,VENTURE,10.37,0.15,4,0,1418.1818181818182,0.15384615384615385,0.0
RENT,MEDICAL,10.59,0.15,2,0,1333.3333333333333,0.15,0.25
RENT,DEBTCONSOLIDATION,16.49,0.15,2,1,1454.5454545454545,0.15,0.13636363636363635
RENT,DEBTCONSOLIDATION,11.11,0.15,4,0,1454.5454545454545,0.15,0.0
RENT,EDUCATION,7.14,0.15,3,0,1280.0,0.15,0.0
MORTGAGE,DEBTCONSOLIDATION,9.76,0.2,4,0,1818.1818181818182,0.2,0.22727272727272727
RENT,EDUCATION,13.61,0.15,4,0,1454.5454545454545,0.15,0.045454545454545456
RENT,VENTURE,11.99,0.15,2,0,1419.1304347826087,0.14705882352941177,0.21739130434782608
RENT,EDUCATION,12.69,0.15,4,0,1269.2307692307693,0.14545454545454545,0.23076923076923078
RENT,MEDICAL,7.49,0.15,4,0,1500.0,0.14545454545454545,0.13636363636363635
MORTGAGE,EDUCATION,10.14,0.33,3,0,1818.1818181818182,0.325625,0.045454545454545456
OWN,MEDICAL,9.64,0.38,4,0,1538.4615384615386,0.375,0.0
RENT,MEDICAL,14.91,0.15,4,1,1375.0,0.14545454545454545,0.16666666666666666
OWN,MEDICAL,11.86,0.13,4,0,1666.6666666666667,0.125,0.25
MORTGAGE,DEBTCONSOLIDATION,13.12,0.07,3,1,1478.2608695652175,0.07426470588235294,0.0
RENT,DEBTCONSOLIDATION,14.54,0.15,3,1,1434.7826086956522,0.14545454545454545,0.21739130434782608
MORTGAGE,VENTURE,11.22,0.45,4,1,1360.0,0.45441176470588235,0.08
RENT,MEDICAL,11.86,0.14,2,0,1400.0,0.14285714285714285,0.0
RENT,DEBTCONSOLIDATION,8.9,0.14,2,0,1346.1538461538462,0.13714285714285715,0.0
MORTGAGE,VENTURE,9.91,0.15,2,0,1820.8181818181818,0.14978281491836837,0.22727272727272727
RENT,EDUCATION,5.42,0.14,3,0,1590.909090909091,0.13714285714285715,0.13636363636363635
RENT,VENTURE,11.14,0.14,2,0,1400.0,0.13714285714285715,0.36
RENT,MEDICAL,10.28,0.14,2,0,1400.0,0.13714285714285715,0.04
OTHER,EDUCATION,12.72,0.25,2,0,1743.6521739130435,0.24935168561739476,0.30434782608695654
MORTGAGE,HOMEIMPROVEMENT,7.14,0.12,2,0,1671.375,0.12464786976790566,0.25
RENT,PERSONAL,11.36,0.16,3,1,1363.6363636363637,0.16,0.18181818181818182
RENT,PERSONAL,11.11,0.13,3,0,1565.2173913043478,0.13333333333333333,0.0
MORTGAGE,MEDICAL,7.88,0.18,2,0,1914.2857142857142,0.1791044776119403,0.23809523809523808
RENT,HOMEIMPROVEMENT,15.95,0.16,2,1,1200.0,0.16,0.0
MORTGAGE,PERSONAL,7.4,0.17,2,0,1547.076923076923,0.17402545743834527,0.0
MORTGAGE,DEBTCONSOLIDATION,15.23,0.16,3,0,1830.409090909091,0.16451861233206685,0.2727272727272727
MORTGAGE,EDUCATION,11.86,0.25,3,0,1548.923076923077,0.24831148192292413,0.11538461538461539
MORTGAGE,EDUCATION,7.68,0.12,4,0,1752.5217391304348,0.12404485461943039,0.043478260869565216
RENT,MEDICAL,11.71,0.13,4,0,1520.0,0.12631578947368421,0.36
RENT,PERSONAL,13.98,0.15,2,1,1472.7272727272727,0.14814814814814814,0.3181818181818182
RENT,EDUCATION,13.8,0.12,3,0,1763.1818181818182,0.12374323279195669,0.0
RENT,EDUCATION,12.99,0.12,4,0,1538.3076923076924,0.12001200120012001,0.19230769230769232
MORTGAGE,MEDICAL,11.83,0.28,4,0,1840.8636363636363,0.28395762858342183,0.3181818181818182
RENT,MEDICAL,13.85,0.12,3,0,1700.0,0.11764705882352941,0.20833333333333334
RENT,EDUCATION,11.89,0.12,3,0,1877.2727272727273,0.1162227602905569,0.2727272727272727
MORTGAGE,HOMEIMPROVEMENT,9.63,0.16,4,0,1620.0,0.16049382716049382,0.2
RENT,EDUCATION,12.99,0.12,4,0,1886.5454545454545,0.1156515034695451,0.2727272727272727
RENT,DEBTCONSOLIDATION,14.35,0.11,4,0,1909.090909090909,0.11428571428571428,0.18181818181818182
RENT,DEBTCONSOLIDATION,13.22,0.11,4,0,1680.0,0.11428571428571428,0.08
RENT,PERSONAL,11.03,0.11,4,0,1954.3636363636363,0.11163829193413341,0.13636363636363635
MORTGAGE,VENTURE,11.36,0.15,2,0,1842.8181818181818,0.15416111686645947,0.2727272727272727
RENT,EDUCATION,14.65,0.11,2,0,1715.3846153846155,0.10762331838565023,0.0
RENT,EDUCATION,7.51,0.11,3,0,1800.0,0.10666666666666667,0.36
RENT,MEDICAL,5.42,0.11,2,0,1730.7692307692307,0.10666666666666667,0.038461538461538464
RENT,PERSONAL,17.99,0.12,4,1,1695.6521739130435,0.12307692307692308,0.0
MORTGAGE,HOMEIMPROVEMENT,7.14,0.09,4,0,1561.923076923077,0.08618566855454321,0.2692307692307692
MORTGAGE,PERSONAL,13.48,0.25,3,0,1566.1538461538462,0.2455795677799607,0.15384615384615385
RENT,PERSONAL,13.06,0.11,4,0,1730.7692307692307,0.10666666666666667,0.07692307692307693
MORTGAGE,EDUCATION,11.36,0.42,2,0,1854.5454545454545,0.4178921568627451,0.3181818181818182
RENT,VENTURE,7.51,0.11,4,0,2142.8571428571427,0.10666666666666667,0.14285714285714285
RENT,PERSONAL,13.98,0.11,2,0,1956.5217391304348,0.10666666666666667,0.17391304347826086
RENT,EDUCATION,13.22,0.11,4,0,1956.5217391304348,0.10666666666666667,0.08695652173913043
RENT,PERSONAL,9.45,0.11,4,0,1800.0,0.10666666666666667,0.08
RENT,VENTURE,9.25,0.11,2,0,1740.1153846153845,0.10609376036071878,0.11538461538461539
RENT,DEBTCONSOLIDATION,7.49,0.1,2,0,1910.0,0.10471204188481675,0.08333333333333333
RENT,PERSONAL,8.9,0.1,2,0,1916.6666666666667,0.10434782608695652,0.0
MORTGAGE,MEDICAL,11.99,0.2,4,0,1700.0,0.19607843137254902,0.0
MORTGAGE,PERSONAL,5.79,0.2,3,0,1854.5454545454545,0.1954656862745098,0.2727272727272727
MORTGAGE,MEDICAL,9.63,0.24,4,0,1632.0,0.23774509803921567,0.36
RENT,DEBTCONSOLIDATION,7.9,0.1,2,0,2269.714285714286,0.10070493454179255,0.23809523809523808
MORTGAGE,MEDICAL,10.0,0.25,2,0,1773.9130434782608,0.2549019607843137,0.17391304347826086
RENT,VENTURE,7.9,0.1,3,0,2086.9565217391305,0.1,0.2608695652173913
MORTGAGE,EDUCATION,11.36,0.03,3,0,1700.0,0.029411764705882353,0.3333333333333333
RENT,VENTURE,14.27,0.11,2,1,1615.3846153846155,0.11428571428571428,0.07692307692307693
OWN,MEDICAL,6.17,0.51,3,0,1773.9130434782608,0.5147058823529411,0.0
RENT,EDUCATION,15.23,0.11,2,1,1750.0,0.11428571428571428,0.08333333333333333
OWN,VENTURE,12.61,0.25,2,0,1854.5454545454545,0.24509803921568626,0.2727272727272727
RENT,MEDICAL,5.42,0.1,3,0,2086.9565217391305,0.1,0.13043478260869565
MORTGAGE,HOMEIMPROVEMENT,5.79,0.2,2,0,1632.0,0.19607843137254902,0.0
RENT,DEBTCONSOLIDATION,12.98,0.1,2,0,2181.818181818182,0.1,0.0
OWN,VENTURE,14.35,0.35,2,0,1700.0,0.35294117647058826,0.0
RENT,MEDICAL,11.36,0.1,3,0,1920.0,0.1,0.36
MORTGAGE,PERSONAL,7.88,0.18,2,0,1569.2307692307693,0.18382352941176472,0.11538461538461539
RENT,PERSONAL,9.88,0.1,3,0,2000.0,0.1,0.0
RENT,DEBTCONSOLIDATION,10.36,0.1,3,0,2113.0434782608695,0.09876543209876543,0.08695652173913043
RENT,MEDICAL,11.36,0.1,4,0,2119.8260869565215,0.09844942160964805,0.21739130434782608
MORTGAGE,MEDICAL,7.14,0.25,2,0,1773.9130434782608,0.24509803921568626,0.13043478260869565
MORTGAGE,EDUCATION,11.36,0.39,4,0,1773.9130434782608,0.39215686274509803,0.043478260869565216
RENT,EDUCATION,15.96,0.1,2,0,2000.0,0.096,0.32
MORTGAGE,EDUCATION,12.92,0.15,3,0,1700.0,0.14705882352941177,0.041666666666666664
RENT,VENTURE,10.99,0.1,4,0,2000.0,0.096,0.2
MORTGAGE,EDUCATION,10.83,0.34,4,0,1857.8181818181818,0.3364161284008612,0.2727272727272727
OWN,MEDICAL,11.36,0.3,4,0,1778.2608695652175,0.2982885085574572,0.21739130434782608
MORTGAGE,DEBTCONSOLIDATION,15.7,0.1,4,1,1586.3636363636363,0.10315186246418338,0.18181818181818182
MORTGAGE,MEDICAL,11.36,0.11,4,1,1517.391304347826,0.11461318051575932,0.08695652173913043
RENT,EDUCATION,10.37,0.1,3,0,2173.913043478261,0.096,0.30434782608695654
RENT,MEDICAL,12.68,0.1,3,0,2272.7272727272725,0.096,0.3181818181818182
RENT,VENTURE,11.36,0.1,3,0,1923.076923076923,0.096,0.0
RENT,VENTURE,13.22,0.1,4,0,2083.3333333333335,0.096,0.08333333333333333
RENT,EDUCATION,9.99,0.09,2,0,2000.0,0.09230769230769231,0.07692307692307693
RENT,EDUCATION,9.88,0.09,2,0,2260.8695652173915,0.09230769230769231,0.13043478260869565
RENT,PERSONAL,6.92,0.09,3,0,2291.6666666666665,0.08727272727272728,0.3333333333333333
RENT,EDUCATION,11.12,0.09,4,0,2619.0476190476193,0.08727272727272728,0.14285714285714285
RENT,MEDICAL,14.96,0.1,2,1,1960.0,0.09795918367346938,0.12
MORTGAGE,EDUCATION,6.03,0.15,4,0,1782.608695652174,0.14634146341463414,0.30434782608695654
RENT,MEDICAL,7.9,0.09,3,0,2208.0,0.08695652173913043,0.08
MORTGAGE,EDUCATION,6.03,0.29,2,0,1863.6363636363637,0.2926829268292683,0.2727272727272727
RENT,PERSONAL,10.38,0.08,3,0,2475.1304347826085,0.08431703204047218,0.13043478260869565
MORTGAGE,DEBTCONSOLIDATION,6.03,0.17,3,0,1952.3809523809523,0.17073170731707318,0.19047619047619047
RENT,MEDICAL,17.99,0.09,4,1,2000.0,0.09230769230769231,0.23076923076923078
MORTGAGE,PERSONAL,6.03,0.2,3,0,1576.923076923077,0.1951219512195122,0.19230769230769232
RENT,PERSONAL,15.62,0.09,3,1,2038.4615384615386,0.09056603773584905,0.07692307692307693
RENT,HOMEIMPROVEMENT,7.9,0.08,3,0,2307.6923076923076,0.08,0.038461538461538464
RENT,HOMEIMPROVEMENT,6.54,0.08,4,0,2500.0,0.08,0.16666666666666666
MORTGAGE,VENTURE,9.99,0.16,4,0,1863.6363636363637,0.15609756097560976,0.0
RENT,PERSONAL,7.14,0.08,3,0,2583.3333333333335,0.07741935483870968,0.16666666666666666
OWN,HOMEIMPROVEMENT,11.36,0.22,4,0,1576.923076923077,0.21951219512195122,0.2692307692307692
OWN,PERSONAL,6.99,0.02,2,0,1863.6363636363637,0.024390243902439025,0.0
RENT,HOMEIMPROVEMENT,13.72,0.07,2,0,2500.0,0.07384615384615385,0.0
RENT,PERSONAL,7.88,0.07,4,0,2708.3333333333335,0.07384615384615385,0.0
MORTGAGE,VENTURE,7.29,0.06,2,0,1708.3333333333333,0.06097560975609756,0.125
RENT,HOMEIMPROVEMENT,13.49,0.07,3,0,2600.16,0.07384160974709249,0.04
MORTGAGE,PERSONAL,5.79,0.07,4,0,1952.3809523809523,0.07317073170731707,0.0
MORTGAGE,PERSONAL,6.91,0.2,3,0,1952.3809523809523,0.2,0.09523809523809523
MORTGAGE,EDUCATION,12.98,0.14,3,1,1521.7391304347825,0.14285714285714285,0.30434782608695654
MORTGAGE,EDUCATION,11.86,0.15,2,0,1863.6363636363637,0.14634146341463414,0.0
RENT,MEDICAL,10.75,0.07,2,0,3000.0,0.06956521739130435,0.30434782608695654
RENT,PERSONAL,11.36,0.07,2,0,3043.478260869565,0.06857142857142857,0.08695652173913043
RENT,HOMEIMPROVEMENT,11.86,0.07,3,0,2769.230769230769,0.06666666666666667,0.15384615384615385
RENT,HOMEIMPROVEMENT,7.14,0.07,2,0,3004.0,0.06657789613848203,0.08333333333333333
RENT,DEBTCONSOLIDATION,16.7,0.07,2,1,3054.5454545454545,0.07142857142857142,0.2727272727272727
RENT,DEBTCONSOLIDATION,15.21,0.07,4,1,2875.0,0.06956521739130435,0.08333333333333333
RENT,DEBTCONSOLIDATION,12.21,0.06,2,0,3409.090909090909,0.064,0.0
OWN,HOMEIMPROVEMENT,15.33,0.24,4,0,1708.3333333333333,0.24390243902439024,0.375
MORTGAGE,DEBTCONSOLIDATION,9.88,0.22,2,0,1708.3333333333333,0.21951219512195122,0.125
MORTGAGE,VENTURE,14.96,0.24,2,0,1782.608695652174,0.24390243902439024,0.30434782608695654
MORTGAGE,DEBTCONSOLIDATION,9.88,0.19,3,0,1863.6363636363637,0.18902439024390244,0.0
RENT,VENTURE,9.62,0.06,3,0,3739.1304347826085,0.05581395348837209,0.0
RENT,EDUCATION,5.99,0.05,2,0,3423.076923076923,0.05393258426966292,0.0
RENT,EDUCATION,9.62,0.05,3,0,4285.714285714285,0.05333333333333334,0.14285714285714285
RENT,MEDICAL,10.0,0.05,3,0,4000.0,0.05217391304347826,0.21739130434782608
OWN,MEDICAL,14.96,0.06,4,0,1863.6363636363637,0.06097560975609756,0.2727272727272727
RENT,DEBTCONSOLIDATION,11.36,0.05,4,0,3653.846153846154,0.05052631578947368,0.15384615384615385
MORTGAGE,VENTURE,8.59,0.15,4,0,1863.6363636363637,0.14634146341463414,0.18181818181818182
RENT,VENTURE,10.74,0.05,2,0,4318.375,0.04631371754421513,0.3333333333333333
RENT,HOMEIMPROVEMENT,11.36,0.05,2,0,4375.0,0.045714285714285714,0.20833333333333334
MORTGAGE,EDUCATION,12.18,0.07,4,0,1863.6363636363637,0.07317073170731707,0.09090909090909091
OWN,PERSONAL,7.74,0.12,3,0,1952.3809523809523,0.12195121951219512,0.23809523809523808
RENT,MEDICAL,7.88,0.04,2,0,5227.272727272727,0.04173913043478261,0.18181818181818182
RENT,PERSONAL,14.22,0.04,3,0,4800.0,0.04,0.36
MORTGAGE,DEBTCONSOLIDATION,9.32,0.15,3,0,1782.608695652174,0.14634146341463414,0.21739130434782608
RENT,PERSONAL,6.76,0.04,3,0,5208.333333333333,0.0384,0.25
MORTGAGE,VENTURE,10.95,0.11,4,0,1782.608695652174,0.10975609756097561,0.0
RENT,VENTURE,14.27,0.21,4,0,1045.4545454545455,0.2108695652173913,0.2727272727272727
RENT,EDUCATION,6.62,0.12,2,0,1666.6666666666667,0.12125,0.0
RENT,HOMEIMPROVEMENT,8.49,0.09,2,0,2250.0,0.08981481481481482,0.0
MORTGAGE,MEDICAL,10.71,0.18,2,0,1782.608695652174,0.18292682926829268,0.17391304347826086
MORTGAGE,DEBTCONSOLIDATION,10.71,0.13,4,0,1782.608695652174,0.13414634146341464,0.30434782608695654
RENT,EDUCATION,13.72,0.23,2,0,864.0,0.22685185185185186,0.0
MORTGAGE,VENTURE,10.75,0.59,2,0,1952.5714285714287,0.5914057165154619,0.23809523809523808
OWN,VENTURE,6.76,0.1,3,0,1640.16,0.097551458394303,0.36
OWN,PERSONAL,11.36,0.29,2,0,1640.16,0.292654375182909,0.04
RENT,PERSONAL,10.99,0.11,4,0,4130.434782608696,0.10526315789473684,0.17391304347826086
MORTGAGE,VENTURE,10.95,0.39,3,0,1577.076923076923,0.390205833577212,0.19230769230769232
MORTGAGE,VENTURE,9.32,0.24,4,0,1782.7826086956522,0.24387864598575748,0.34782608695652173
RENT,EDUCATION,13.22,0.12,3,1,3320.0,0.12048192771084337,0.0
RENT,PERSONAL,10.65,0.1,3,0,4173.913043478261,0.10416666666666667,0.30434782608695654
RENT,HOMEIMPROVEMENT,19.69,0.1,3,0,3692.3076923076924,0.10416666666666667,0.4230769230769231
MORTGAGE,DEBTCONSOLIDATION,12.99,0.14,4,0,1953.952380952381,0.1389125825555041,0.09523809523809523
OWN,PERSONAL,6.03,0.14,3,0,1712.5,0.1362530413625304,0.0
OWN,VENTURE,12.42,0.22,2,0,1712.5,0.22384428223844283,0.08333333333333333
RENT,EDUCATION,13.99,0.1,3,0,4217.391304347826,0.10309278350515463,0.30434782608695654
RENT,HOMEIMPROVEMENT,7.51,0.1,4,0,4077.0833333333335,0.10219724067450178,0.20833333333333334
RENT,DEBTCONSOLIDATION,12.69,0.1,4,0,3920.0,0.10204081632653061,0.36
MORTGAGE,EDUCATION,11.83,0.39,2,0,1791.1304347826087,0.3883872220603942,0.30434782608695654
RENT,PERSONAL,7.29,0.1,2,0,3807.6923076923076,0.10101010101010101,0.19230769230769232
RENT,PERSONAL,14.65,0.1,3,0,3971.0,0.10073029463611181,0.04
OWN,PERSONAL,11.48,0.19,3,0,1961.904761904762,0.1941747572815534,0.14285714285714285
RENT,DEBTCONSOLIDATION,14.84,0.11,2,1,3666.5,0.11364152916041638,0.3333333333333333
RENT,EDUCATION,9.32,0.1,4,0,4545.272727272727,0.1000040001600064,0.045454545454545456
RENT,EDUCATION,10.65,0.1,3,0,4545.454545454545,0.1,0.13636363636363635
RENT,PERSONAL,7.51,0.1,3,0,4166.666666666667,0.1,0.20833333333333334
RENT,VENTURE,6.62,0.1,4,0,4000.0,0.1,0.12
RENT,EDUCATION,17.88,0.11,4,1,3520.0,0.11363636363636363,0.36
RENT,HOMEIMPROVEMENT,16.4,0.1,2,0,4166.666666666667,0.1,0.16666666666666666
RENT,VENTURE,17.93,0.11,3,1,4190.476190476191,0.11363636363636363,0.0
RENT,PERSONAL,11.46,0.1,2,0,4347.826086956522,0.1,0.0
RENT,EDUCATION,11.36,0.1,3,0,4857.142857142857,0.09803921568627451,0.23809523809523808
OWN,VENTURE,11.36,0.17,2,0,1804.1739130434783,0.1735106998264893,0.17391304347826086
RENT,MEDICAL,8.59,0.1,2,0,3923.076923076923,0.09803921568627451,0.19230769230769232
RENT,VENTURE,8.38,0.09,3,0,4280.0,0.09345794392523364,0.0
MORTGAGE,EDUCATION,7.14,0.2,4,0,1729.1666666666667,0.20481927710843373,0.3333333333333333
RENT,MEDICAL,7.66,0.09,2,0,4673.913043478261,0.09302325581395349,0.30434782608695654
RENT,EDUCATION,15.28,0.1,2,1,3692.3076923076924,0.10416666666666667,0.07692307692307693
MORTGAGE,EDUCATION,13.11,0.04,3,0,1660.32,0.03854678616170377,0.36
RENT,EDUCATION,16.4,0.1,2,1,4260.869565217391,0.10204081632653061,0.0
OWN,MEDICAL,7.29,0.11,2,0,1660.8,0.10597302504816955,0.36
RENT,DEBTCONSOLIDATION,7.88,0.09,2,0,4782.608695652174,0.09090909090909091,0.21739130434782608
OWN,EDUCATION,12.42,0.29,2,0,1890.909090909091,0.28846153846153844,0.18181818181818182
MORTGAGE,DEBTCONSOLIDATION,10.59,0.16,3,0,1890.909090909091,0.16346153846153846,0.0
MORTGAGE,EDUCATION,13.43,0.17,3,0,1808.695652173913,0.16826923076923078,0.30434782608695654
RENT,HOMEIMPROVEMENT,13.72,0.09,3,0,4346.153846153846,0.08849557522123894,0.11538461538461539
